7.676554225952455512e-01 5.887542402478110892e-01 8.055800839974927019e-01 7.298754645642441252e-01 2.847207665141568977e-01 7.411498433651141360e-01 6.155293207482250839e-01 6.719583056795170872e-01 1.008242371991720648e-01 3.718003850585872017e-01 inf 5.034404261423921501e-01 9.078268490676620894e-01 7.389117038758077349e-01 8.081060801884140110e-01 8.352354438722470187e-01 8.809916611429945421e-01 8.787151795614330796e-01 2.456264007255955228e-01 7.287950879633721124e-01 1.262522467965616901e-01 2.257574055977690508e-01 5.701642739232963830e-01 4.562978743635008883e-01
5.505880417328075094e-01 1.088497746970147478e-01 3.068879044292319724e-01 6.213100113698519777e-01 4.791838029647069730e-01 2.418416275870657328e-01 1.134911252320329467e-01 6.653639532155140035e-01 4.040047577420995406e-01 4.487936772616833436e-01 5.034404261423921501e-01 inf 5.243470227829425401e-01 2.476976198391823425e-01 3.719934278693022289e-01 3.414809496511981846e-01 3.841368073356310475e-01 4.430456723737783431e-01 6.527207350882180403e-01 2.762026780405534843e-01 6.041355335782619962e-01 2.833073424906764060e-01 2.212818866486817027e-01 3.515708581954781198e-01
2.855675122347446360e-01 5.501979872292553919e-01 5.023429516331493483e-01 4.375422681938054281e-01 9.845262027902016433e-01 3.847686611275281665e-01 4.528509960774480536e-01 5.677107800379862512e-01 8.138578350155801777e-01 6.188249460918234801e-01 9.078268490676620894e-01 5.243470227829425401e-01 inf 3.473896696472687506e-01 7.017981547926419594e-01 5.390881057559619993e-01 3.497895035010686327e-01 7.410308356829901077e-01 1.119092338896456429e+00 6.318038268976560179e-01 1.031382217594763118e+00 6.982926418713039096e-01 3.456145913088458088e-01 8.749197341851099319e-01
4.974290652260904833e-01 2.228691914179449229e-01 1.753277818948641986e-01 6.182941340949013043e-01 7.235753686431412035e-01 3.943472682776357624e-02 1.387509361617634274e-01 7.074660901307643357e-01 6.381172374431623995e-01 5.896312337466226294e-01 7.389117038758077349e-01 2.476976198391823425e-01 3.473896696472687506e-01 inf 3.607740905683500809e-01 2.187903701049217775e-01 1.429664836498182323e-01 4.092911878293206684e-01 9.002550520825768343e-01 2.849362901671337878e-01 8.465114898633228080e-01 5.134235622592827619e-01 2.430368636276040162e-01 5.651486010403309335e-01
8.472025141170875795e-01 2.634628240112200093e-01 2.026035174098446967e-01 9.517630670900023571e-01 6.586773112758880222e-01 3.214589631730875863e-01 3.221043031416275237e-01 1.018544140217095384e+00 7.204392631550442516e-01 8.207849098079560424e-01 8.081060801884140110e-01 3.719934278693022289e-01 7.017981547926419594e-01 3.607740905683500809e-01 inf 1.756285161057985211e-01 3.775237442343624683e-01 7.253898969116044648e-02 8.756547011869408870e-01 9.656778655643791232e-02 8.771768983352046245e-01 6.199417847256381009e-01 5.413344802638501152e-01 4.292101982766254320e-01
7.160635584944881060e-01 2.464813381297440431e-01 4.431522936396907475e-02 8.359014393313712876e-01 7.422810330785637456e-01 1.814428577020918976e-01 2.466725823675754714e-01 9.197859562920462917e-01 7.386546659883458377e-01 7.675357446727955057e-01 8.352354438722470187e-01 3.414809496511981846e-01 5.390881057559619993e-01 2.187903701049217775e-01 1.756285161057985211e-01 inf 2.029490620294167325e-01 2.024609230564378137e-01 9.472640959949151229e-01 1.523384637903112404e-01 9.239226617848544931e-01 6.223862058154129295e-01 4.434319418730710005e-01 5.340051085846236889e-01
5.689176781754460288e-01 3.359661539528073226e-01 1.773768734672039049e-01 7.057214334640626863e-01 8.510350472013081813e-01 1.424383334698929304e-01 2.710614624488011937e-01 8.095721295969189324e-01 7.802691939522476972e-01 7.234540326679894662e-01 8.809916611429945421e-01 3.841368073356310475e-01 3.497895035010686327e-01 1.429664836498182323e-01 3.775237442343624683e-01 2.029490620294167325e-01 inf 4.031841564769759190e-01 1.035745657500751982e+00 3.323275247482095351e-01 9.869076735817742252e-01 6.557877656491437612e-01 3.722361270280769019e-01 6.737481646856350315e-01
9.029096010348267587e-01 3.342542729996734741e-01 2.391632126799706493e-01 1.012490568622878007e+00 7.206323735353588056e-01 3.699541355795750719e-01 3.868233809176193638e-01 1.083481767003319884e+00 7.919597914166678354e-01 8.917298155879893606e-01 8.787151795614330796e-01 4.430456723737783431e-01 7.410308356829901077e-01 4.092911878293206684e-01 7.253898969116044648e-02 2.024609230564378137e-01 4.031841564769759190e-01 inf 9.391987907057084417e-01 1.668446909457383664e-01 9.452471246602996979e-01 6.923445192005704962e-01 6.046909382685442536e-01 4.878961122334461442e-01
1.004846604834715551e+00 7.108425797287649672e-01 9.265710162097552383e-01 9.744962950576651073e-01 2.205506992015063283e-01 8.933581632162529429e-01 7.648527483408602556e-01 9.171044831427859201e-01 3.150712865182597744e-01 6.171423932156561154e-01 2.456264007255955228e-01 6.527207350882180403e-01 1.119092338896456429e+00 9.002550520825768343e-01 8.756547011869408870e-01 9.472640959949151229e-01 1.035745657500751982e+00 9.391987907057084417e-01 inf 8.154533992314759727e-01 1.366426817319263687e-01 4.211275867524553740e-01 7.739888074215351965e-01 4.562327802388855269e-01
7.588261383441251562e-01 1.674149967749417600e-01 1.576576314975400295e-01 8.590330274926126775e-01 6.038959520335887010e-01 2.470380758844306079e-01 2.279098290074945687e-01 9.231205394392336672e-01 6.377378002604962015e-01 7.249004327466538333e-01 7.287950879633721124e-01 2.762026780405534843e-01 6.318038268976560179e-01 2.849362901671337878e-01 9.656778655643791232e-02 1.523384637903112404e-01 3.323275247482095351e-01 1.668446909457383664e-01 8.154533992314759727e-01 inf 8.055704873803521959e-01 5.321381958036192072e-01 4.473286648183933956e-01 3.863509575114879580e-01
8.935758980395582807e-01 6.792278424986699648e-01 8.977724393360084765e-01 8.520671717168465387e-01 2.695919576586205402e-01 8.453255549091528431e-01 7.175649853260835931e-01 7.874207599371659816e-01 2.179989270921735833e-01 4.933093556078763098e-01 1.262522467965616901e-01 6.041355335782619962e-01 1.031382217594763118e+00 8.465114898633228080e-01 8.771768983352046245e-01 9.239226617848544931e-01 9.869076735817742252e-01 9.452471246602996979e-01 1.366426817319263687e-01 8.055704873803521959e-01 inf 3.397277852011329480e-01 6.910372774326998258e-01 4.862715597313053140e-01
6.003688833056634033e-01 3.780837263335219967e-01 5.895905537103593996e-01 6.007025924746948187e-01 3.248218848520333379e-01 5.168211924555307091e-01 3.929956536668963718e-01 5.831639211166240733e-01 1.249630953351669599e-01 2.847072585962777125e-01 2.257574055977690508e-01 2.833073424906764060e-01 6.982926418713039096e-01 5.134235622592827619e-01 6.199417847256381009e-01 6.223862058154129295e-01 6.557877656491437612e-01 6.923445192005704962e-01 4.211275867524553740e-01 5.321381958036192072e-01 3.397277852011329480e-01 inf 3.540770501203720499e-01 3.644839187810943182e-01
3.296465514441765943e-01 2.988311405948640975e-01 3.994901971794789231e-01 4.125974006132860361e-01 6.428222714527361825e-01 2.703222280195828886e-01 2.194441660178030329e-01 4.794848916238650394e-01 4.730637051653830416e-01 3.515253115923114846e-01 5.701642739232963830e-01 2.212818866486817027e-01 3.456145913088458088e-01 2.430368636276040162e-01 5.413344802638501152e-01 4.434319418730710005e-01 3.722361270280769019e-01 6.046909382685442536e-01 7.739888074215351965e-01 4.473286648183933956e-01 6.910372774326998258e-01 3.540770501203720499e-01 inf 5.622823502302404242e-01
8.816526571394901479e-01 3.427095314435389395e-01 5.255002735137959125e-01 9.232575427926509315e-01 2.357115407947056596e-01 5.426884365222299778e-01 4.314183764841981739e-01 9.314645914377006619e-01 4.008085648198235762e-01 6.460887841765815542e-01 4.562978743635008883e-01 3.515708581954781198e-01 8.749197341851099319e-01 5.651486010403309335e-01 4.292101982766254320e-01 5.340051085846236889e-01 6.737481646856350315e-01 4.878961122334461442e-01 4.562327802388855269e-01 3.863509575114879580e-01 4.862715597313053140e-01 3.644839187810943182e-01 5.622823502302404242e-01 inf
