4.367923316106503973e-01 6.711129888374340879e-01 8.077209422769312530e-01 1.024091024900669611e+00 4.831161085333239846e-01 3.284607515842911662e-01 7.505949726842686687e-01 5.257604557096227094e-01 8.055721184372965915e-01 4.661239774356474297e-01 inf 5.581304603368287820e-01 8.324750978219362940e-01 6.129793495618975907e-01 4.331980225394392314e-01 9.531498795329027551e-01 4.465550181094289917e-01 1.726754756200790941e-01 7.075394131415706500e-01 1.423713832455770212e-01 1.965055701328959348e-01 6.671967120412278796e-01 9.592356376717359190e-01
5.406284494106309291e-01 5.235093818940420585e-01 2.526302385189613253e-01 6.055109791411645848e-01 2.092793525398399523e-01 4.336434738673542455e-01 2.592611189027767549e-01 4.534183541834497372e-02 3.578806924305873438e-01 4.031461940807238853e-01 5.581304603368287820e-01 inf 4.236177000530388370e-01 2.976051896238997019e-01 1.382265869225113575e-01 5.293429035151673290e-01 1.118913589116361379e-01 4.045211119095113994e-01 6.826240725002157284e-01 5.569640074437162136e-01 3.644410716227340363e-01 4.466603252703116311e-01 5.623324700286509437e-01
5.511089433172821073e-01 3.274514160683166808e-01 3.426713451827195778e-01 1.949933056683763599e-01 6.320878557862681379e-01 5.471127585796518034e-01 1.840386904215430830e-01 4.122605924353641149e-01 6.878284217089157826e-01 4.142967416364489175e-01 8.324750978219362940e-01 4.236177000530388370e-01 inf 2.203650433430913991e-01 5.336329935047764428e-01 1.209941678595670006e-01 4.760568576394693108e-01 6.604983137553706030e-01 4.980690835755504642e-01 7.593890511446553804e-01 6.814335071537964694e-01 2.473376053640740091e-01 1.402986477592180758e-01
3.615495380768866673e-01 2.345604376791714241e-01 3.678635320557771538e-01 4.112173103238158656e-01 4.833006293515529350e-01 3.317441361469266048e-01 2.109538442389324031e-01 2.662506113534283125e-01 6.369905557413554353e-01 2.110246920209062904e-01 6.129793495618975907e-01 2.976051896238997019e-01 2.203650433430913991e-01 inf 3.646481994991860320e-01 3.404337711265940647e-01 3.029188772992251755e-01 4.416894948370531648e-01 4.076922173345723932e-01 5.399576905057946741e-01 4.705627575194922252e-01 1.506076986794898098e-01 3.476069444134232689e-01
5.075706590281583441e-01 5.613683567052014656e-01 3.890943312254719344e-01 7.235099239138196303e-01 1.279076336232061462e-01 3.791976275848487066e-01 3.866035618412712593e-01 1.258749291837514828e-01 4.043705732552742016e-01 3.964337638065039693e-01 4.331980225394392314e-01 1.382265869225113575e-01 5.336329935047764428e-01 3.646481994991860320e-01 inf 6.469025400608715559e-01 6.175533690854488611e-02 2.958401743349288182e-01 6.983633828822034539e-01 4.538535868547878271e-01 2.367401358845734327e-01 4.995578059619343869e-01 6.739312133618293732e-01
6.558904441996229462e-01 4.096781189239128151e-01 4.014377195591017355e-01 7.661035802561666497e-02 7.386010295891891619e-01 6.630778524698085485e-01 2.740928075880009751e-01 5.230842844146680326e-01 7.577772361926216060e-01 5.266885730127571774e-01 9.531498795329027551e-01 5.293429035151673290e-01 1.209941678595670006e-01 3.404337711265940647e-01 6.469025400608715559e-01 inf 5.910758352931778647e-01 7.813272822718058119e-01 5.644507728539344127e-01 8.775924405542901985e-01 8.020180085035907291e-01 3.428159988742390252e-01 5.524952562542160411e-02
4.650422020266665735e-01 5.018840903224225380e-01 3.620194313822707732e-01 6.675944445990080744e-01 1.860560576131126964e-01 3.440835116177451969e-01 3.371544660517736824e-01 8.175239737211470459e-02 4.324996609521837843e-01 3.445451447021449787e-01 4.465550181094289917e-01 1.118913589116361379e-01 4.760568576394693108e-01 3.029188772992251755e-01 6.175533690854488611e-02 5.910758352931778647e-01 inf 2.933856514341459665e-01 6.430827579409224004e-01 4.475545783777725717e-01 2.541410424227678599e-01 4.384018324112858855e-01 6.162353891759231317e-01
3.285572245993906293e-01 5.224098619756926132e-01 6.474777959295274776e-01 8.528897388889278286e-01 3.797232869618731299e-01 1.939536094934772026e-01 5.797729965400646446e-01 3.674539428364288485e-01 6.943744160325836523e-01 3.135610138662105473e-01 1.726754756200790941e-01 4.045211119095113994e-01 6.604983137553706030e-01 4.416894948370531648e-01 2.958401743349288182e-01 7.813272822718058119e-01 2.933856514341459665e-01 inf 5.887213164450059155e-01 1.582935493714444364e-01 1.001821335184678169e-01 5.067643618062762645e-01 7.888412899518183474e-01
2.707869775013150293e-01 1.793173659281530885e-01 7.701780942469343971e-01 5.943465176172486597e-01 8.262381015389413941e-01 3.947788329248443917e-01 6.011287035887619146e-01 6.421425984764667083e-01 1.036715081558160501e+00 3.054144281564634134e-01 7.075394131415706500e-01 6.826240725002157284e-01 4.980690835755504642e-01 4.076922173345723932e-01 6.983633828822034539e-01 5.644507728539344127e-01 6.430827579409224004e-01 5.887213164450059155e-01 inf 5.740088099704757640e-01 6.727107414675060904e-01 2.703100692278554429e-01 5.284260041499798666e-01
3.042704605098395798e-01 5.568588216668831636e-01 7.926315767801489498e-01 9.443403699398493778e-01 5.354291755714799539e-01 2.196817031524349872e-01 7.066712056818520438e-01 5.174163597100240874e-01 8.522813230593506706e-01 3.625731044244706602e-01 1.423713832455770212e-01 5.569640074437162136e-01 7.593890511446553804e-01 5.399576905057946741e-01 4.538535868547878271e-01 8.775924405542901985e-01 4.475545783777725717e-01 1.582935493714444364e-01 5.740088099704757640e-01 inf 2.427179392874289632e-01 5.667706703903178100e-01 8.765463432304848590e-01
4.210135927811085588e-01 5.883172378041369166e-01 6.161097187371701311e-01 8.763062418516470720e-01 2.960939649808939644e-01 2.818674917797398538e-01 5.753055052807325431e-01 3.351650286529047618e-01 6.171813002425421413e-01 3.819202733579356024e-01 1.965055701328959348e-01 3.644410716227340363e-01 6.814335071537964694e-01 4.705627575194922252e-01 2.367401358845734327e-01 8.020180085035907291e-01 2.541410424227678599e-01 1.001821335184678169e-01 6.727107414675060904e-01 2.427179392874289632e-01 inf 5.595850011971924554e-01 8.161435934758822786e-01
3.147496588524344996e-01 9.103143387192436098e-02 5.010150875363431622e-01 3.961562247404184500e-01 6.232961584425772417e-01 3.471406051013692928e-01 3.308811632730588315e-01 4.127464436797417258e-01 7.871554836537554278e-01 2.042443147803534031e-01 6.671967120412278796e-01 4.466603252703116311e-01 2.473376053640740091e-01 1.506076986794898098e-01 4.995578059619343869e-01 3.428159988742390252e-01 4.384018324112858855e-01 5.067643618062762645e-01 2.703100692278554429e-01 5.667706703903178100e-01 5.595850011971924554e-01 inf 3.256074299874629485e-01
6.403405376745424649e-01 3.832299390958839314e-01 4.508192662717234178e-01 7.060649008988391373e-02 7.712952972750607428e-01 6.591642682122452745e-01 3.132156190432539566e-01 5.523145939780838010e-01 8.058343909103606872e-01 5.193872920952853356e-01 9.592356376717359190e-01 5.623324700286509437e-01 1.402986477592180758e-01 3.476069444134232689e-01 6.739312133618293732e-01 5.524952562542160411e-02 6.162353891759231317e-01 7.888412899518183474e-01 5.284260041499798666e-01 8.765463432304848590e-01 8.161435934758822786e-01 3.256074299874629485e-01 inf
